short_name,overall,age,height_cm,weight_kg,club_name,club_position,nationality_name,skill_moves,international_reputation,pace,shooting,passing,dribbling,defending,physic,attacking_finishing,attacking_heading_accuracy,skill_dribbling
P. Baranowski,62,30,190,85,Górnik Łęczna,SUB,Poland,2,1,62,32,36,35,62,70,29,63,23
F. Rawson,62,24,193,73,Mansfield Town,SUB,England,2,1,53,27,44,47,61,75,21,60,40
R. Fallowfield,62,25,174,65,Harrogate Town,SUB,England,2,1,72,46,54,58,57,66,42,47,56
L. Ward,62,24,195,81,Swindon Town,SUB,England,1,1,,,,,,,15,16,19
S. Kroll,62,24,191,87,SV Darmstadt 98,SUB,Germany,1,1,,,,,,,13,10,20
Ba Dun,62,25,181,72,Tianjin Jinmen Tiger FC,SUB,China PR,3,1,81,57,56,61,40,64,56,52,61
He Chao,62,26,178,77,Guangzhou FC,SUB,China PR,3,1,64,49,61,63,61,75,44,65,59
J. Lyden,62,25,178,70,Swindon Town,SUB,Australia,3,1,56,52,58,61,60,62,51,61,61
L. Lozoya,62,28,170,69,Club Tijuana,SUB,Mexico,2,1,58,34,41,60,64,61,36,48,64
Zheng Dalun,62,27,170,69,Shenzhen FC,SUB,China PR,3,1,77,56,55,65,49,55,54,60,65
Bi Jinhao,62,30,190,75,Shanghai Shenhua FC,SUB,China PR,2,1,54,60,56,57,57,72,60,66,55
Wang Jie,62,32,184,81,Changchun Yatai FC,SUB,China PR,2,1,50,44,41,51,60,74,39,56,52
L. Slišković,62,26,180,79,1. FC Magdeburg,SUB,Austria,3,1,64,60,55,64,27,60,62,51,62
D. Telford,62,24,175,72,Newport County,SUB,England,2,1,82,61,47,63,24,59,63,56,62
N. Dekoké,62,25,180,76,US Quevilly Rouen Métropole,LB,France,2,1,61,53,52,60,62,57,56,66,61
R. Coughlan,62,24,178,75,St. Patrick's Athletic,ST,Republic of Ireland,2,1,75,60,54,64,24,67,63,58,63
L. McGee,62,25,193,83,Forest Green Rovers,GK,England,1,1,,,,,,,15,14,15
D. Sommariva,62,23,186,76,AC Monza,SUB,Italy,1,1,,,,,,,18,19,13
Douglas Oliveira,62,26,188,88,Hokkaido Consadole Sapporo,SUB,Brazil,2,1,54,60,40,51,29,73,64,70,51
K. Froese,62,25,172,71,TSV Havelse,LCM,Canada,3,1,65,56,62,67,55,62,56,50,65
T. King,62,26,192,80,Salford City,GK,Wales,1,1,,,,,,,6,18,8
R. Coronel,62,30,172,70,12 de Octubre FC,SUB,Paraguay,2,1,70,34,51,50,60,55,34,59,41
M. Shelton,62,24,183,70,Hartlepool United,RCM,England,2,1,68,55,60,62,60,72,53,53,60
S. Mandash,62,26,174,63,Al Fayha,SUB,Saudi Arabia,3,1,80,56,53,64,24,54,54,42,64
M. Romero,62,25,179,72,Argentinos Juniors,SUB,Argentina,3,1,72,55,57,65,58,62,55,54,65
A. Þrándarson,62,26,187,83,Odense Boldklub,LCM,Iceland,3,1,70,58,62,66,56,71,56,64,64
J. McMillan,62,23,183,77,Livingston FC,SUB,Scotland,2,1,67,33,49,56,58,66,29,54,54
C. Senior,62,24,176,64,Newport County,SUB,England,4,1,91,54,53,64,34,50,56,38,63
D. Mendieta,62,34,166,67,12 de Octubre FC,SUB,Paraguay,3,1,61,56,62,63,34,44,58,49,64
J. Chapman,62,27,183,71,Inter Miami CF,SUB,Canada,3,1,63,55,60,65,52,69,52,55,65
L. Paolucci,62,24,174,66,Royale Union Saint-Gilloise,SUB,Italy,2,1,64,60,62,65,53,61,57,34,65
J. Flores,62,25,180,75,Northampton Town,LCM,England,3,1,67,62,63,64,57,60,58,48,62
Jeon Min Gwang,62,28,187,73,Pohang Steelers,RB,Korea Republic,2,1,70,51,57,54,60,75,45,58,53
Lee Tae Hee,62,29,183,75,Seongnam FC,RWB,Korea Republic,2,1,72,40,54,58,59,65,38,59,57
W. Kurtović,62,25,190,85,Sandefjord Fotball,LCM,Sweden,3,1,58,58,61,63,56,72,55,49,65
R. Pereira de Sa,62,24,177,71,FC Nantes,SUB,France,3,1,73,55,62,68,53,59,55,59,69
G. Kelly,62,24,188,77,Bohemian FC,ST,Republic of Ireland,2,1,60,62,48,54,22,71,65,66,52
J. Aspropotamitis,62,25,188,76,Perth Glory,RCB,Australia,2,1,64,23,43,43,60,76,21,61,32
L. Jackson,62,26,196,90,Suwon FC,RES,Australia,2,1,54,25,37,43,62,77,21,64,40
W. McDonald,62,24,174,77,Morecambe,SUB,England,3,1,82,57,54,66,39,66,54,41,64
H. Burgoyne,62,24,193,80,Shrewsbury Town,SUB,England,1,1,,,,,,,15,20,14
C. Harries,62,24,185,75,Bristol Rovers,SUB,Wales,2,1,56,26,55,56,62,64,17,60,53
M. Hober,62,25,172,70,Borussia Dortmund II,SUB,Germany,3,1,73,50,60,70,34,57,47,33,68
J. Clarke,62,31,183,84,Newport County,SUB,England,2,1,55,42,50,50,60,75,33,60,50
M. Hauptmeijer,62,24,190,70,PEC Zwolle,SUB,Netherlands,1,1,,,,,,,14,18,19
C. Slattery,62,22,175,70,Motherwell,RCM,England,2,1,67,58,59,63,57,68,57,45,63
R. Cundy,62,24,188,82,Bristol City,RES,England,2,1,52,26,37,46,64,66,22,65,41
B. Colula,62,25,176,74,Mazatlán Futbol Club,RWB,Mexico,2,1,66,35,52,57,60,58,28,51,58
H. McKirdy,62,24,170,67,Swindon Town,LM,England,3,1,83,57,56,65,31,46,57,47,62
A. Casquete,62,23,175,73,Guayaquil City FC,SUB,Ecuador,2,1,77,49,58,64,34,64,45,40,63
A. Lassiter,62,26,178,70,Houston Dynamo,SUB,Costa Rica,3,1,79,65,55,64,24,51,65,58,64
O. Al Khalaf,62,24,176,73,Al Tai,SUB,Saudi Arabia,3,1,76,46,60,63,54,68,40,49,63
J. Amaluzor,62,24,183,73,Motherwell,SUB,England,2,1,89,49,53,63,41,70,54,49,63
D. Duhaney,62,22,180,70,Stoke City,RES,England,2,1,72,33,49,60,58,64,27,50,59
Marlon Barninho,62,33,193,88,Cuiabá,SUB,Brazil,1,1,,,,,,,11,14,14
Dêniro Prestes,62,21,187,82,Ceará Sporting Club,SUB,Brazil,2,1,47,64,44,58,27,73,63,72,59
Raullino Meneses,62,21,174,74,Cuiabá,SUB,Brazil,2,1,62,43,58,54,62,66,41,64,53
M. Festa,62,29,190,85,Crotone,GK,Italy,1,1,,,,,,,17,17,18
E. Kitolano,62,23,176,70,Tromsø IL,LCM,Norway,2,1,75,62,57,62,29,49,63,40,61
A. Pattison,62,23,173,70,Harrogate Town,RCM,England,2,1,69,53,59,66,60,63,51,54,63
R. Charles-Cook,62,24,175,69,Ross County FC,LM,Grenada,3,1,86,54,57,66,53,67,55,42,64
Z. Elbouzedi,62,23,185,70,AIK,RW,Republic of Ireland,2,1,84,54,58,62,34,48,55,41,61
Hwang Mun Ki,62,24,176,70,Gangwon FC,LCM,Korea Republic,3,1,70,54,61,66,44,55,47,45,66
J. McGarry,62,23,180,75,Wellington Phoenix,SUB,New Zealand,3,1,82,55,57,65,52,71,54,50,66
G. Osho,62,22,185,70,Luton Town,SUB,England,2,1,68,30,46,52,61,66,24,62,44
R. Delaney,62,24,196,72,Morecambe,SUB,Republic of Ireland,2,1,48,28,43,49,61,73,32,68,45
M. McGuane,62,22,178,73,Oxford United,SUB,England,3,1,71,47,62,64,54,63,42,40,60
J. Hopcutt,62,29,180,74,Oldham Athletic,SUB,England,3,1,72,61,54,65,43,61,61,46,63
B. Sambou,62,23,184,75,Fortuna Sittard,SUB,Germany,2,1,77,58,47,63,28,71,60,63,61
S. Tapiero,62,29,183,75,Sociedad Deportiva Aucas,CDM,Colombia,2,1,63,34,53,57,59,65,30,48,55
Etxaburu,62,27,181,71,SD Amorebieta,SUB,Spain,2,1,62,60,59,62,46,53,57,45,64
R. Borges,62,29,182,72,Mumbai City FC,RCM,India,2,1,61,41,53,52,60,74,38,55,49
T. Buhagiar,62,23,178,65,Sydney FC,RES,Australia,3,1,93,54,50,63,23,64,60,51,60
O. Hawkins,62,29,199,92,Mansfield Town,RS,England,2,1,52,60,50,54,57,70,63,67,52
J. Penrice,62,22,177,73,Livingston FC,SUB,Scotland,2,1,76,48,54,62,56,63,43,51,60
Han Pengfei,62,28,190,80,Guangzhou City,LCB,China PR,2,1,49,51,53,57,60,78,52,62,56
S. Silva,62,31,181,74,AIK,SUB,Sweden,3,1,67,62,60,66,35,57,63,55,66
R. Aoki,62,25,174,68,Hokkaido Consadole Sapporo,SUB,Japan,2,1,85,52,55,60,29,54,58,36,61
M. Sanoh,62,25,174,62,CS Mioveni,SUB,Netherlands,3,1,77,54,51,62,33,67,53,47,59
K. Ishikawa,62,28,185,83,Gamba Osaka,SUB,Japan,1,1,,,,,,,5,10,10
T. Sasaki,62,23,166,59,Vegalta Sendai,SUB,Japan,2,1,79,60,58,67,32,47,63,36,63
K. Matsui,62,35,187,72,Cerezo Osaka,SUB,Japan,1,1,,,,,,,6,14,8
R. Hironaga,62,31,186,80,Vissel Kobe,RES,Japan,1,1,,,,,,,9,14,8
N. Broadhead,62,23,178,73,Sunderland,SUB,Wales,3,1,67,63,58,65,31,50,64,52,66
R. Matsuda,62,29,175,70,Cerezo Osaka,SUB,Japan,2,1,59,64,55,57,32,57,64,66,51
N. Sakai,62,28,179,82,Sagan Tosu,LS,Japan,2,1,68,60,60,61,57,69,61,51,60
T. Imai,62,30,178,78,Western United FC,SUB,Japan,2,1,63,24,43,52,60,70,20,56,48
F. Ghazi,62,27,176,76,Ettifaq FC,SUB,Saudi Arabia,2,1,72,26,48,57,59,65,21,43,53
Y. Takahashi,62,36,170,67,Sagan Tosu,CDM,Japan,2,1,38,56,56,62,61,69,54,54,53
Park Jeong Su,62,27,188,75,Seongnam FC,RES,Korea Republic,2,1,59,32,47,54,59,70,31,65,53
D. Ishizu,62,31,173,70,Avispa Fukuoka,SUB,Japan,2,1,67,63,55,65,19,60,61,64,64
Lee Han Do,62,27,185,80,GwangJu FC,LCB,Korea Republic,2,1,62,34,47,58,60,73,32,58,56
J. Maddox,62,22,179,69,Burton Albion,RES,England,3,1,71,55,61,65,39,55,53,28,66
N. Klinger,62,25,187,84,VfL Wolfsburg,RES,Germany,1,1,,,,,,,6,10,8
P. Kalambayi,62,21,183,80,AFC Wimbledon,SUB,England,2,1,69,22,41,45,62,73,16,62,38
M. Pettersen,62,22,190,85,SK Brann,SUB,Norway,1,1,,,,,,,7,12,10
D. Vega,62,28,178,72,Sandefjord Fotball,SUB,Costa Rica,4,1,79,58,56,65,34,54,54,34,63
D. Udoh,62,24,183,73,Shrewsbury Town,CAM,Nigeria,3,1,80,59,51,64,35,64,60,57,62
M. Doucouré,62,23,183,78,Borussia Mönchengladbach,SUB,France,2,1,63,31,49,53,62,59,21,56,48
B. Tabla,62,22,174,69,Club de Foot Montréal,RES,Canada,4,1,77,58,59,71,34,44,53,43,73
Lee Dong Su,62,27,185,72,Jeju United FC,SUB,Korea Republic,2,1,55,45,56,60,60,66,32,52,58
A. Lewis,62,23,183,85,Newport County,SUB,Wales,2,1,68,38,54,58,59,70,36,55,58
C. O'Toole,62,23,175,70,Sydney FC,SUB,Australia,2,1,76,32,50,62,56,59,34,49,61
F. Arkenberg,62,25,185,80,TSV Havelse,RCB,Germany,2,1,72,32,50,56,61,69,26,51,57
B. Hvidt,62,21,185,78,Aarhus GF,SUB,Denmark,2,1,44,54,58,62,63,70,55,58,63
H. Ito,62,22,186,78,VfB Stuttgart,RES,Japan,2,1,69,51,59,59,61,68,41,46,56
L. Burt,62,22,173,70,Bohemian FC,LM,Scotland,2,1,75,53,55,66,36,49,52,44,66
M. Platt,62,23,188,80,Barrow,SUB,England,2,1,63,28,42,44,61,72,25,61,36
K. Krygård,62,21,179,77,FK Haugesund,RDM,Norway,3,1,63,53,58,63,58,69,54,62,60
A. Nadesan,62,26,188,70,Crawley Town,LS,England,2,1,82,59,50,61,26,64,61,59,60
M. Kaalund,62,24,183,75,Silkeborg IF,RCM,Denmark,3,1,67,56,59,63,52,66,56,45,62
S. Johansen,62,25,190,88,Motherwell,SUB,Norway,2,1,53,31,29,50,62,73,30,52,40
O. Hedvall,62,22,195,89,Silkeborg IF,SUB,Denmark,1,1,,,,,,,12,20,14
N. Rieble,62,25,183,80,SV Wehen Wiesbaden,SUB,Germany,2,1,71,42,56,60,60,71,33,63,60
A. Condé,62,24,173,67,1. FC Magdeburg,RCM,Germany,3,1,77,52,60,67,57,73,50,54,66
M. Jansen,62,28,176,75,FSV Zwickau,RES,Germany,2,1,65,43,57,61,60,66,40,58,60
J. Arak,62,26,183,78,Raków Częstochowa,SUB,Poland,3,1,73,56,58,59,37,68,58,63,57
M. Welch-Hayes,62,24,180,77,Colchester United,SUB,England,2,1,76,36,48,54,60,69,37,59,51
R. Popa,62,24,189,86,FC Dinamo 1948 Bucureşti,SUB,Romania,2,1,61,39,42,46,62,68,33,65,34
S. Schreck,62,22,180,63,FC Erzgebirge Aue,SUB,Germany,3,1,62,48,61,68,54,41,44,46,69
J. Gibbons,62,23,175,60,Port Vale,SUB,England,2,1,71,35,55,62,58,64,29,53,59
T. Abdullah,62,25,170,64,Al Taawoun,SUB,Saudi Arabia,2,1,68,28,50,55,61,64,28,36,52
M. Cabit,62,28,180,75,FC Metz,RES,France,2,1,67,38,58,61,62,58,35,60,60
M. Godinho,62,24,178,70,Vancouver Whitecaps FC,RES,Canada,2,1,75,28,53,64,57,63,24,41,64
H. Paton,62,23,175,70,Ross County FC,SUB,Canada,2,1,71,55,60,65,54,61,53,52,65
Amorrortu,62,25,170,64,SD Amorebieta,SUB,Spain,3,1,72,62,54,64,27,52,66,58,64
J. O'Doherty,62,23,168,62,Newcastle Jets,RCM,Australia,3,1,74,56,61,66,58,64,54,55,66
C. John,62,21,181,78,Doncaster Rovers,SUB,England,2,1,75,34,49,56,60,67,29,55,53
J. Brown,62,23,178,79,St. Johnstone FC,SUB,England,2,1,70,30,49,59,58,68,23,51,56
G. Viscarra,62,28,190,80,Club The Strongest,SUB,Bolivia,1,1,,,,,,,5,10,8
T. O'Connor,62,22,180,70,Burton Albion,LDM,Republic of Ireland,2,1,66,46,58,58,57,69,39,61,56
D. Nlundulu,62,22,188,75,Lincoln City,SUB,England,3,1,62,60,46,58,21,66,63,62,58
J. Vokins,62,21,180,70,Ross County FC,SUB,England,2,1,69,45,51,62,58,60,34,47,65
N. Mileusnić,62,27,180,71,Brisbane Roar,LW,Australia,3,1,90,57,54,64,25,55,54,32,63
D. Watts,62,24,178,68,Shamrock Rovers,SUB,Republic of Ireland,3,1,63,57,62,64,56,55,55,54,63
J. Kabongo,62,23,194,88,Randers FC,SUB,Denmark,2,1,62,29,45,48,61,69,24,58,40
M. Wasielewski,62,27,172,73,Bruk-Bet Termalica Nieciecza,SUB,Poland,2,1,76,34,54,58,56,68,33,44,53
D. Keillor-Dunn,62,23,180,68,Oldham Athletic,LW,England,3,1,79,58,58,63,29,60,61,56,62
O. Patrick,62,25,185,73,Burton Albion,ST,England,3,1,81,59,53,63,27,66,61,57,63
You Ju An,62,22,177,70,Suwon Samsung Bluewings,RES,Korea Republic,3,1,72,59,57,64,37,64,59,63,63
R. Loft,62,23,190,73,Scunthorpe United,RS,England,2,1,61,61,47,57,31,77,61,65,56
J. Koutroumbis,62,23,183,73,Western Sydney Wanderers,SUB,Australia,2,1,73,25,51,61,62,67,22,55,58
I. Tapia,62,22,188,72,CD Huachipato,LCB,Chile,2,1,54,31,38,39,62,69,30,62,29
J. Kay,62,24,183,75,Barrow,LW,England,2,1,72,54,53,58,56,66,56,49,57
B. Vazquez,62,22,188,79,FC Cincinnati,RES,United States,2,1,66,60,48,57,20,66,60,64,54
Lee Seung Mo,62,23,185,70,Pohang Steelers,SUB,Korea Republic,3,1,69,48,59,64,56,69,35,55,63
Y. Severin,62,24,188,79,Servette FC,SUB,France,2,1,65,27,49,50,62,66,24,56,44
C. Odoi-Atsem,62,26,178,68,D.C. United,RES,United States,2,1,75,42,56,60,59,59,39,42,60
S. Cleveland,62,27,188,84,Seattle Sounders FC,GK,United States,1,1,,,,,,,9,15,12
B. Cooper,62,21,185,84,Swansea City,SUB,Wales,2,1,50,33,39,40,64,63,29,63,34
F. Melegoni,62,22,186,74,Genoa,SUB,Italy,2,1,56,53,65,63,55,50,49,49,60
H. Nakabayashi,62,35,182,73,Yokohama F. Marinos,SUB,Japan,1,1,,,,,,,8,13,10
N. Kawaguchi,62,27,177,72,Kashiwa Reysol,SUB,Japan,2,1,65,25,38,50,63,62,19,46,43
T. Yamashita,62,33,182,73,Kashiwa Reysol,RES,Japan,2,1,54,29,46,48,63,64,21,67,40
C. Haas,62,28,190,88,SV Ried,SUB,Austria,1,1,,,,,,,6,14,10
M. Harris,62,22,182,75,Cardiff City,SUB,Wales,2,1,69,59,57,62,39,61,63,49,60
L. Banks,62,24,183,72,Sligo Rovers,LB,England,2,1,72,36,54,60,59,65,36,54,62
A. Domínguez,62,24,186,82,Gimnasia y Esgrima La Plata,RES,Argentina,2,1,64,61,49,53,27,74,64,65,52
J. Mahon,62,21,186,84,Sligo Rovers,LCB,Republic of Ireland,2,1,61,30,46,51,61,75,25,60,51
B. Fleming,62,21,175,70,Hull City,RES,England,2,1,74,35,49,63,58,58,32,53,64
Yeo Bong Hun,62,27,178,70,GwangJu FC,SUB,Korea Republic,2,1,66,57,58,62,53,66,55,44,60
M. Frese,62,23,179,75,FC Nordsjælland,LWB,Denmark,3,1,75,56,57,66,55,63,55,48,64
S. Al Khayri,62,26,173,76,Ettifaq FC,SUB,Saudi Arabia,2,1,78,29,46,55,55,73,28,54,54
D. Camacho,62,24,178,71,La Equidad,SUB,Colombia,3,1,67,55,57,62,42,58,59,40,63
R. Vinderslev,62,23,185,76,SønderjyskE,RCM,Denmark,2,1,54,41,53,58,57,73,35,49,56
D. Happe,62,22,195,85,Leyton Orient,RCB,England,2,1,55,28,42,42,61,77,22,62,41
R. Nartey,62,22,184,78,Mansfield Town,LCB,England,2,1,64,28,44,51,62,66,29,61,48
U. Fredriksen,62,22,189,89,FK Haugesund,RCB,Norway,2,1,55,27,43,47,60,72,25,58,39
S. Koruk,62,25,183,75,SV Meppen,ST,Turkey,2,1,69,62,41,59,26,63,64,61,58
M. Harzan,62,32,165,55,Al Tai,LM,Saudi Arabia,3,1,74,47,57,67,39,52,47,43,67
J. Córdova,62,26,165,63,CD Huachipato,RB,Canada,2,1,76,39,61,60,56,53,29,48,58
F. Sucsuz,62,25,172,67,FC Viktoria 1889 Berlin,SUB,Turkey,3,1,77,44,60,63,55,59,44,45,61
R. Laidlaw,62,28,201,85,Ross County FC,GK,Scotland,1,1,,,,,,,6,10,14
S. Aw,62,22,175,68,Gil Vicente FC,RES,Senegal,2,1,73,30,49,59,57,61,23,54,58
E. Massouema,62,24,185,78,ESTAC Troyes,RES,France,2,1,60,48,59,62,61,65,38,60,60
J. Eskesen,62,22,175,68,SønderjyskE,SUB,Denmark,3,1,69,50,60,67,54,59,52,32,65
E. Banda,62,23,178,73,Djurgårdens IF,SUB,Zambia,3,1,67,59,63,64,47,57,54,46,62
M. Melbourne,62,22,178,65,Stevenage,SUB,England,2,1,72,31,46,55,60,71,28,56,58
F. Ayala,62,32,174,72,Club de Deportes Cobresal,LB,Chile,2,1,60,32,44,38,65,70,24,61,31
N. Knothe,62,22,188,82,1. FC Nürnberg,SUB,Germany,2,1,61,36,45,45,63,67,30,60,37
Nuno da Silva,62,27,170,65,Grasshopper Club Zürich,SUB,Portugal,3,1,66,52,61,63,42,45,54,40,62
A. Damlu,62,21,191,86,Yeni Malatyaspor,SUB,Turkey,1,1,,,,,,,5,13,5
J. Tartarotti,62,21,176,70,SC Rheindorf Altach,SUB,Austria,3,1,65,56,63,65,55,62,56,47,64
J. Gordon,62,26,178,70,Barrow,RW,England,3,1,78,59,55,64,50,78,61,57,62
J. de Lange,62,23,188,78,FC Twente,SUB,Netherlands,1,1,,,,,,,6,12,9
W. Smith,62,22,184,72,Harrogate Town,SUB,England,2,1,67,26,40,46,62,71,22,60,40
M. Karwot,62,28,187,80,Radomiak Radom,SUB,Germany,2,1,65,48,58,55,57,74,42,42,52
J. Klinsmann,62,24,194,84,LA Galaxy,SUB,United States,1,1,,,,,,,5,14,19
L. Watkowiak,62,25,197,105,FC St. Gallen 1879,SUB,Germany,1,1,,,,,,,7,13,10
D. Kurminowski,62,22,182,73,Aarhus GF,SUB,Poland,2,1,72,60,42,57,20,63,65,65,55
R. Clampin,62,22,180,70,Colchester United,LWB,England,2,1,80,41,53,60,56,64,41,50,60
P. Kapp,62,23,179,78,FC Viktoria 1889 Berlin,LCB,Germany,2,1,71,45,42,49,61,66,48,62,43
O. Gaines,62,23,181,74,Austin FC,RES,United States,3,1,87,55,53,63,26,56,62,34,65
A. Sobczyk,62,24,187,80,Górnik Zabrze,SUB,Austria,2,1,66,61,43,60,25,61,61,59,58
D. Lloyd,62,29,171,63,Gillingham,LM,England,3,1,76,61,57,63,32,46,61,40,62
S. Alami,62,28,169,70,Rapid București,SUB,Morocco,3,1,72,56,61,68,34,53,55,44,68
M. Lema,62,21,176,67,TSV Egger Glas Hartberg,SUB,Austria,2,1,71,58,60,66,34,39,61,45,67
Bruno Jordão,62,22,180,73,Wolverhampton Wanderers,SUB,Portugal,3,1,64,55,60,68,49,60,54,57,69
S. Szota,62,22,186,80,Wisła Kraków,LCB,Poland,2,1,77,27,43,46,60,74,22,58,34
T. Børkeeiet,62,22,189,83,Brøndby IF,SUB,Norway,2,1,57,46,56,60,61,67,43,55,57
J. García,62,23,186,72,Santos Laguna,SUB,Mexico,1,1,,,,,,,7,12,13
J. Earing,62,22,182,80,Walsall,CAM,England,2,1,72,59,61,63,51,57,57,44,63
A. Gnahoua,62,29,185,80,Morecambe,RW,France,3,1,82,59,54,64,26,71,57,53,62
C. Whelan,62,22,176,70,Oldham Athletic,RCM,England,2,1,60,52,60,64,61,62,47,54,63
F. Rohner,62,22,178,68,FC Zürich,SUB,Switzerland,2,1,83,53,54,63,48,50,54,35,59
C. Lakin,62,22,183,70,Burton Albion,RDM,England,3,1,71,57,63,65,52,65,53,44,64
A. Al Asmari,62,24,185,74,Al Ahli,SUB,Saudi Arabia,2,1,67,57,58,63,58,70,54,49,62
N. Ngcobo,62,21,165,63,Kaizer Chiefs,LM,South Africa,3,1,69,50,62,66,41,42,49,33,70
Guo Quanbo,62,23,183,87,Beijing Guoan FC,SUB,China PR,1,1,,,,,,,16,28,22
R. Muhammed,62,27,184,82,Sarpsborg 08 FF,SUB,France,2,1,91,57,51,64,32,71,58,52,65
P. Sussek,62,21,176,68,FC Ingolstadt 04,RES,Germany,3,1,73,50,56,66,27,48,49,40,66
M. Olivieri,62,22,177,73,Lecce,SUB,Italy,2,1,72,59,51,63,25,60,68,52,66
Marcos Lavín,62,24,190,79,FC Voluntari,SUB,Spain,1,1,,,,,,,8,14,7
R. Menayese,62,23,190,80,Walsall,RCB,Wales,2,1,73,29,41,49,60,78,25,58,45
Boubacar Hanne,62,22,175,68,Gil Vicente FC,RES,Portugal,3,1,85,50,50,67,35,58,47,41,69
D. Ajiboye,62,22,172,73,Sutton United,RM,Nigeria,3,1,90,54,52,65,37,59,56,42,62
B. Galván,62,20,166,64,Colorado Rapids,LM,Argentina,2,1,78,55,58,62,43,58,60,58,63
K. Bennetts,62,22,179,78,Borussia Mönchengladbach,RES,England,2,1,75,57,58,65,41,55,53,38,66
L. Tempelmann,62,22,174,77,1. FC Nürnberg,SUB,Germany,3,1,69,40,60,66,57,61,39,55,64
A. Ammitzbøll,62,22,187,79,Aarhus GF,SUB,Denmark,2,1,84,58,43,61,29,62,62,54,59
M. Okazaki,62,22,181,77,FC Tokyo,SUB,Japan,2,1,73,24,47,52,62,64,19,58,50
D. Smarsch,62,22,195,97,FC St. Pauli,SUB,Germany,1,1,,,,,,,9,12,11
K. Hansen,62,20,175,70,Stabæk Fotball,LW,Norway,3,1,70,58,57,68,34,55,58,41,65
A. Lyons,62,20,173,58,Bohemian FC,SUB,Republic of Ireland,2,1,71,44,54,57,59,59,40,52,55
O. Šarkić,62,23,184,77,Blackpool,RES,Montenegro,3,1,69,61,54,62,26,54,62,60,62
T. Al Ammar,62,21,173,70,Al Shabab,RES,Saudi Arabia,3,1,72,53,62,66,48,62,57,36,65
D. Mercado,62,24,169,71,Club Atlético Huracán,RES,Argentina,2,1,56,48,57,61,58,60,43,54,58
M. Benger,62,22,188,73,Holstein Kiel,SUB,Germany,2,1,56,42,56,59,62,62,40,56,58
A. Ashraf,62,28,178,76,Al Faisaly,RES,Saudi Arabia,3,1,75,51,56,66,38,55,53,43,67
M. Virtue,62,24,175,66,Blackpool,RES,England,2,1,68,54,57,65,58,61,52,49,62
A. Ordagić,62,28,181,75,Sandefjord Fotball,SUB,Bosnia and Herzegovina,2,1,67,54,59,63,59,65,49,52,59
T. Mourdoukoutas,62,22,188,79,Western Sydney Wanderers,SUB,Australia,2,1,67,32,49,57,61,71,26,56,50
X. Amaechi,62,20,179,79,Bolton Wanderers,SUB,England,3,1,78,54,55,65,24,49,53,31,67
A. Thurgate,62,21,178,70,Newcastle Jets,LCM,Australia,3,1,68,52,58,64,55,64,55,50,62
Y. Fofana,62,20,194,89,Le Havre AC,GK,France,1,1,,,,,,,5,14,7
J. Lennon,62,23,178,70,St. Patrick's Athletic,SUB,Republic of Ireland,2,1,45,51,60,58,59,67,46,53,55
A. Irving,62,21,180,66,Türkgücü München,LCM,Scotland,3,1,57,56,67,64,57,55,50,50,62
B. Servania,62,22,178,73,FC Dallas,RES,United States,2,1,68,50,59,64,58,61,46,54,63
A. Traoré,62,20,188,81,Parma,RES,France,3,1,74,58,57,63,52,71,57,51,65
T. Sang,62,22,185,74,Cardiff City,SUB,England,2,1,65,45,53,58,59,65,41,53,56
O. Macías,62,22,177,72,Fútbol Club Juárez,SUB,Mexico,2,1,72,54,62,65,52,61,48,41,64
A. Majrashi,62,21,173,64,Al Shabab,SUB,Saudi Arabia,2,1,80,45,48,62,54,73,36,50,60
M. Hausjell,62,22,176,70,FC Flyeralarm Admira,SUB,Austria,2,1,77,61,56,63,21,54,59,28,62
D. Tomii,62,31,182,74,Shonan Bellmare,SUB,Japan,1,1,,,,,,,10,11,11
Y. Akiyama,62,26,172,70,Vegalta Sendai,SUB,Japan,3,1,66,51,59,64,56,62,50,45,64
K. Kristinsson,62,22,190,71,SønderjyskE,SUB,Iceland,3,1,66,61,58,65,39,58,63,57,67
I. Twum,62,23,175,63,Mjøndalen IF,SUB,Ghana,2,1,71,51,60,65,55,64,46,52,62
D. Kelly,62,25,183,60,Dundalk FC,RM,Republic of Ireland,2,1,79,53,55,61,35,58,60,52,63
M. Zemzemi,62,21,183,73,Chamois Niortais Football Club,SUB,Tunisia,3,1,75,48,57,69,35,47,40,47,73
G. Lillard,62,25,193,88,Columbus Crew,RES,United States,2,1,42,27,42,38,62,73,22,61,33
D. Csóka,62,21,188,78,AFC Wimbledon,SUB,Hungary,2,1,61,24,43,50,61,70,20,57,48
W. Omsberg,62,25,193,82,Chicago Fire Football Club,SUB,United States,2,1,42,24,40,34,62,71,20,67,28
S. Asta,62,20,178,75,SpVgg Greuther Fürth,RES,Germany,3,1,66,31,47,61,60,58,28,48,62
Park Jeong Soo,62,34,182,73,GwangJu FC,SUB,Korea Republic,2,1,52,51,57,57,56,66,44,41,56
S. Foss,62,22,185,80,Sandefjord Fotball,RCB,Norway,2,1,59,25,41,45,63,66,20,62,38
M. Shabani,62,22,185,78,Wolverhampton Wanderers,RES,Germany,3,1,68,54,62,65,35,55,53,46,65
Alfon,62,22,172,60,RC Celta de Vigo,RES,Spain,3,1,74,63,51,67,32,53,69,56,68
